date,lights [kW],mech [kW],CHWSupplyTemp [F],OAT [C],RH [%],Dewpoint,wind_speed,wind_direction,Diffsolar [W/m2],Dirsolar [W/m2],CHWCoolingEnergy [kW]
20170707,0.79,0.36,42.3625,25,62,17.2,2.6,150,0,0,78.57735
20170707,1.33,0.35,42.365,24.4,62,16.7,2.1,160,0,0,0.1712
20170708,2.15,0.36,42.275,23.9,64,16.7,2.1,180,0,0,8.3897625
20170708,1.21,0.35,42.3075,23.9,62,16.1,2.1,170,0,0,96.2412
20170708,0.79,0.35,42.3425,24.4,64,17.2,3.6,200,0,0,40.21605
20170708,0.78,0.35,42.3525,23.9,69,17.8,3.1,220,0,0,3.0699375
20170708,1.15,0.35,42.285,23.9,71,18.3,4.1,220,0,0,0.993175
20170708,1.68,0.35,42.225,23.9,74,18.9,4.1,220,0,0,41.193125
20170708,0.78,0.34,42.215,24.4,74,19.4,4.6,220,111,80,28.5487375
20170708,0.78,0.35,42.2525,26.1,69,20,5.2,230,170,25,39.5213125
20170708,1.82,0.34,42.315,27.2,67,20.6,6.7,220,270,281,3.1474625
20170708,1.6,0.35,42.44,30,61,21.7,6.2,210,303,418,53.536225
20170708,1.02,0.35,42.4475,28.9,63,21.1,6.7,230,388,115,11.7914
20170708,1,0.35,42.955,30,59,21.1,6.2,240,319,30,26.0761875
20170708,2.7,0.75,41.74,31.1,59,22.2,4.1,240,252,18,71.9875625
20170708,1.47,1.34,41.8425,31.7,57,22.2,3.6,250,321,545,52.491475
20170708,0.83,2.17,41.965,33.3,56,23.3,4.1,250,359,346,102.946625
20170708,0.82,2.18,41.96,32.2,56,22.2,5.2,240,324,107,120.1521125
20170708,0.99,2.17,41.8825,25,94,23.9,4.6,330,120,0,92.8673625
20170708,1.02,2.17,41.915,25.6,93,24.4,2.6,30,46,0,164.875625
20170708,0.78,1.14,42.0125,26.1,90,24.4,2.1,100,47,0,62.526875
20170708,0.79,0.35,42.2125,25.6,90,23.9,1.5,90,0,0,7.0666875
20170708,1.09,0.36,42.4425,25,96,24.4,0,0,0,0,27.978225
20170708,1.81,0.35,42.405,24,100,24,0,0,0,0,30.5820125
20170708,0.78,0.35,42.4075,23.3,100,23.3,1.5,230,0,0,4.2891
20170708,1.06,0.35,42.19,23.9,100,23.9,0,0,0,0,97.7535125
20170709,1.07,0.35,42.1775,23.9,96,23.3,2.6,230,0,0,37.5673125
20170709,2.03,0.35,42.31,23.9,96,23.3,1.5,230,0,0,49.5067
20170709,0.58,0.34,42.2725,23.9,96,23.3,0,0,0,0,39.508875
20170709,1.23,0.35,42.405,22.8,96,22.2,0,0,0,0,19.52355
20170709,1.18,0.35,42.4225,22.2,100,22.2,0,0,0,0,47.7514375
20170709,0.78,0.35,42.2475,22.2,100,22.2,0,0,0,0,42.8184
20170709,0.79,0.36,42.21,24.4,91,22.8,1.5,10,111,80,25.087575
20170709,0.78,0.34,42.135,25,90,23.3,2.1,20,180,330,0.0535625
20170709,0.78,0.35,42.175,27.2,82,23.9,2.6,60,262,293,0.0574375
20170709,2.49,0.34,42.3225,28,74,23,3.6,40,227,557,41.0634625
20170709,0.83,0.35,42.4525,28.3,74,23.3,2.6,20,219,627,57.7006125
20170709,0.79,1.36,42.0825,29.4,68,22.8,0,0,255,601,112.7532625
20170709,2.32,1.72,42.045,31.1,61,22.8,2.1,70,281,606,290.4654
20170709,0.78,0.88,42.1675,31.1,61,22.8,2.6,130,336,365,123.3229875
20170709,0.83,1.75,42.25,30,65,22.8,0,0,246,18,68.529675
20170709,0.84,1.63,42.1525,30,66,23,0,0,207,12,63.426325
20170709,0.8,2.15,42.185,30.6,65,23.3,2.6,70,241,182,91.6179
20170709,2.54,2.18,42.1,30,67,23.3,3.1,130,154,265,157.9359375
20170709,0.78,2.17,42.13,28.9,72,23.3,2.1,130,60,21,212.538225
20170709,1.98,1.78,42.3475,27.8,77,23.3,2.6,140,0,0,77.6229375
20170709,0.8,0.35,42.3325,27.8,74,22.8,2.1,140,0,0,0.6625
20170709,2.37,0.35,42.23,26.7,82,23.3,2.1,340,0,0,4.477
20170709,0.78,0.35,42.4,26.1,88,23.9,3.6,20,0,0,9.4636125
20170709,0.59,0.35,42.2275,25.6,87,23.3,2.6,110,0,0,46.4418875
20170710,1.34,0.36,42.3075,24.4,94,23.3,2.1,350,0,0,25.50145
20170710,1.07,0.35,42.34,23.9,94,22.8,2.1,10,0,0,10.4757125
20170710,0.79,0.35,42.465,23.3,97,22.8,2.1,50,0,0,49.4473
20170710,1.04,0.35,42.36,23.3,97,22.8,2.1,30,0,0,0.9945375
20170710,1.17,1.61,42.17,23,94,22,0,0,0,0,388.7792875
20170710,3.19,8.65,42.1525,23,94,22,4.1,30,0,0,640.0437125
20170710,8,13.12,42.1725,23.3,94,22.2,1.5,40,83,0,724.38385
20170710,13.04,11.48,42.2425,25,84,22.2,2.6,60,180,19,601.3118375
20170710,13.87,13.49,42.2325,25.6,85,22.8,2.6,50,274,86,658.56645
20170710,14.42,13.35,42.2675,27.2,74,22.2,4.6,30,338,285,731.5889375
20170710,14.67,13.61,42.36,28.9,67,22.2,3.6,30,364,338,797.5355125
20170710,14.43,13.5,42.3,28.9,67,22.2,4.1,340,268,613,841.8047875
20170710,14.82,12.83,42.7175,30,61,21.7,3.1,30,377,408,827.773575
20170710,14.94,13.87,42.7525,30,59,21.1,2.1,80,255,634,854.3312625
20170710,14.55,15.94,42.695,31.1,50,19.4,1.5,70,214,644,825.5468875
20170710,14.95,15.95,42.6975,32.2,49,20,1.5,60,184,594,763.49155
20170710,13.28,16.55,42.8275,31.7,48,19.4,2.1,40,187,441,820.4870125
20170710,11.09,14.9,42.7725,30,51,18.9,2.1,30,130,328,716.876475
20170710,5.73,9.07,42.9075,28.3,61,20,2.6,30,63,181,313.2129375
20170710,2.33,0.36,42.9625,27.2,69,21.1,3.1,30,0,0,71.37515
20170710,1.52,0.35,42.7225,25.6,71,20,1.5,30,0,0,28.44325
20170710,0.78,0.36,43.1225,23.9,82,20.6,1.5,20,0,0,21.3816375
20170710,0.59,0.35,43.9125,22.2,91,20.6,0,0,0,0,20.8885625
20170710,0.98,0.35,43.855,21.7,93,20.6,0,0,0,0,10.389175
20170711,2.14,0.36,43.3125,20.6,96,20,0,0,0,0,21.5548625
20170711,1.13,0.35,43.0875,20.6,93,19.4,0,0,0,0,1.966925
20170711,0.79,0.34,43.18,21,94,20,2.1,10,0,0,0.5325
20170711,0.78,0.35,43.15,21.1,90,19.4,2.6,20,0,0,51.9755625
20170711,1.16,1.47,43.1375,21.1,81,17.8,4.1,30,0,0,386.5661375
20170711,3.95,9.12,43.03,21.1,76,16.7,4.1,30,0,0,612.9171375
20170711,10.36,16.15,43.075,21.7,76,17.2,3.6,30,108,227,687.9580125
20170711,13.42,13.52,43.1525,23.3,64,16.1,4.6,50,184,293,609.7992125
20170711,14.9,15.4,43.0325,23.9,62,16.1,5.2,50,252,79,653.1909375
20170711,14.9,14.45,43.0375,25,56,15.6,4.6,60,341,297,647.877475
20170711,15.67,17.45,43.16,26.1,52,15.6,4.1,60,400,199,688.87255
20170711,15.62,19.48,42.8725,27.8,49,16.1,3.1,70,268,607,810.6243
20170711,15.41,15.07,42.815,28.3,46,15.6,2.6,80,298,546,780.7740875
20170711,15.53,15.15,42.6675,28.9,46,16.1,2.1,90,224,718,759.9943125
20170711,16.11,16.38,42.655,28.9,48,16.7,2.1,90,240,615,831.729925
20170711,15.73,17.16,42.8275,29.4,46,16.7,3.1,100,209,552,870.4848375
20170711,14.79,17.49,42.62,29.4,46,16.7,3.1,40,205,371,913.1455375
20170711,12.77,17.53,42.7075,28.3,49,16.7,3.1,50,133,334,856.5226625
20170711,8.2,10.97,43.0025,26.7,56,17.2,4.1,60,65,192,372.341525
20170711,2.82,0.36,42.7975,25.6,62,17.8,2.6,90,0,0,0.107875
20170711,0.94,0.35,42.93,24.4,67,17.8,2.1,120,0,0,20.626875
20170711,0.89,0.36,42.9575,22.8,73,17.8,2.1,100,0,0,6.2005375
20170711,0.9,0.35,42.9975,20.6,84,17.8,2.1,110,0,0,1.313375
20170711,1,0.36,43.13,21.7,79,17.8,1.5,120,0,0,58.7151
20170712,1.12,0.35,43.275,19.4,93,18.3,0,0,0,0,1.4400625
20170712,2.32,0.35,43.3575,20,87,17.8,0,0,0,0,0.1714
20170712,1,0.36,43.325,19.4,90,17.8,0,0,0,0,2.7210625
20170712,0.89,0.35,43.2725,20.6,87,18.3,2.6,90,0,0,40.4665
20170712,1.5,1.52,43.185,20,90,18.3,2.1,60,0,0,377.349575
20170712,4.75,9.39,43.12,20.6,87,18.3,2.6,100,0,0,637.6422125
20170712,10.15,16.41,43.34,21.7,79,17.8,3.6,120,121,80,768.0637
20170712,13.38,14.12,42.85,22.8,64,15.6,3.6,120,214,131,696.977225
20170712,14.21,16.45,42.98,24.4,58,15.6,4.1,150,261,287,659.8642
20170712,14.5,17.78,42.87,25.6,60,17.2,3.1,170,279,485,705.84285
20170712,14.86,13.78,42.8775,26.7,58,17.8,2.6,170,389,115,711.2101375
20170712,11.05,18.99,42.8775,26.1,60,17.8,2.1,160,307,42,819.8666625
20170712,19.59,15.84,42.8525,27.8,53,17.2,3.6,130,436,144,820.6730875
20170712,15.36,15.23,42.72,28.3,53,17.8,2.1,160,426,138,763.014525
20170712,15.4,16.73,42.87,28.3,51,17.2,3.1,180,364,334,900.966225
20170712,14.75,17.29,42.6975,27.8,53,17.2,2.1,150,330,255,939.0968625
20170712,13.74,17.05,42.7825,27.8,51,16.7,2.6,130,247,124,893.0246375
20170712,11.13,15.61,42.94,27.2,56,17.8,2.6,110,151,35,881.0037125
20170712,6.14,9.22,42.9275,26.1,58,17.2,2.6,110,69,107,388.8912
20170712,2.61,0.35,43.1075,24.4,62,16.7,2.1,140,0,0,36.40945
20170712,1.41,0.35,43.1025,24.4,62,16.7,2.1,120,0,0,77.595975
20170712,0.78,0.35,43.1025,23.9,64,16.7,2.6,130,0,0,15.6331875
20170712,0.79,0.35,43.02,23.3,66,16.7,2.1,110,0,0,25.9334125
20170712,0.79,0.36,43.1375,22.2,71,16.7,2.1,150,0,0,22.5341125
20170713,2.3,0.35,43.1775,21.7,73,16.7,0,0,0,0,12.70605
20170713,1.29,0.36,43.1325,19.4,84,16.7,0,0,0,0,8.69
20170713,0.79,0.35,43.1325,18.3,90,16.7,0,0,0,0,56.2691375
20170713,1.04,0.36,43.145,18.3,90,16.7,0,0,0,0,29.13495
20170713,2.04,1.63,43.035,18.9,87,16.7,2.1,140,0,0,295.3703375
20170713,3.31,9.44,42.9075,17.8,93,16.7,0,0,0,0,537.862125
20170713,10.67,16.44,42.8375,21.1,78,17.2,2.6,130,110,94,801.388025
20170713,12.82,13.7,42.8675,22.8,68,16.7,3.1,160,172,306,678.29775
20170713,14.76,15.36,42.9125,24.4,62,16.7,2.6,190,247,342,717.653
20170713,14.31,15.03,42.855,25.6,60,17.2,2.1,180,366,200,762.929875
20170713,11.17,18.27,42.9925,27.2,54,17.2,1.5,160,420,199,808.4596375
20170713,18.4,13.93,42.8975,27.2,51,16.1,2.1,150,411,247,796.6178375
20170713,14.13,15.07,42.865,28.9,49,17.2,0,0,422,258,856.2534875
20170713,14.69,15.95,42.8875,28.9,46,16.1,3.1,150,362,395,826.8716875
20170713,12.46,15.61,42.9425,29.4,46,16.7,4.1,150,236,621,875.8946125
20170713,14.19,16,42.8725,30,45,16.7,3.1,130,178,612,840.3985375
20170713,13.57,17.36,42.93,29.4,45,16.1,2.6,150,179,465,918.67125
20170713,13.35,17.65,42.9275,28.9,46,16.1,3.1,140,124,357,951.0553625
20170713,7.92,11.25,43.0275,27.2,53,16.7,3.1,140,64,197,435.7480375
20170713,3.27,0.36,43.1325,25,60,16.7,2.6,120,0,0,23.5092
20170713,1.09,0.36,42.935,23.3,62,15.6,1.5,130,0,0,47.6614625
20170713,0.89,0.35,42.905,21.1,71,15.6,2.1,110,0,0,34.56715
20170713,0.9,0.35,42.89,21.1,66,14.4,1.5,110,0,0,14.4573
20170713,0.89,0.35,42.945,18.9,78,15,2.1,140,0,0,22.09995
20170714,1.53,0.36,42.9725,19.4,76,15,0,0,0,0,27.60725
20170714,1.82,0.35,42.8275,17.2,87,15,0,0,0,0,38.039625
20170714,0.9,0.36,42.8575,17.2,87,15,0,0,0,0,78.4488125
20170714,0.89,0.35,42.85,16.1,93,15,0,0,0,0,35.116875
20170714,1.42,1.63,42.665,16.1,93,15,0,0,0,0,274.9895
20170714,2.71,9.45,42.6425,16.1,93,15,0,0,0,0,527.2327375
20170714,8.2,14.78,42.47,20.6,84,17.8,2.1,130,106,248,676.068975
20170714,11.75,9.42,42.625,23.3,74,18.3,3.1,160,146,431,325.654775
20170714,13.63,14.34,42.6875,25.6,64,18.3,2.1,190,174,556,484.8337125
20170714,13.71,9.96,42.7575,26.7,52,16.1,2.1,220,208,588,475.1759625
20170714,10.63,11.23,43.1025,28.3,46,15.6,3.1,180,205,682,540.2067375
20170714,17.21,12.37,43.07,28.3,44,15,2.6,130,205,746,519.5804375
20170714,13.26,11.87,43.0975,29.4,36,12.8,4.1,90,209,744,611.41305
20170714,13.64,10.71,43.1625,30.6,39,15,4.6,150,197,742,615.8112125
20170714,13.38,10.48,43.09,30.6,37,14.4,4.1,110,223,656,645.429675
20170714,13.18,11.52,43.0825,30,40,15,3.6,170,174,641,630.601125
20170714,11.52,11.92,43.19,30,40,15,4.1,160,184,447,626.7122875
20170714,8.02,11.86,43.15,30,42,15.6,3.1,140,125,368,605.6255875
20170714,3.94,7.05,43.105,28.3,46,15.6,2.6,120,68,133,334.102675
20170714,1.94,0.35,43.3475,25.6,58,16.7,2.1,130,0,0,0.104875
20170714,0.79,0.36,42.99,22.2,73,17.2,2.1,110,0,0,3.5734375
20170714,1.15,0.35,43.015,22.8,71,17.2,1.5,120,0,0,30.8445125
20170714,0.81,0.35,42.8275,23.3,69,17.2,2.1,130,0,0,46.9183125
20170714,1,0.35,42.8,20.6,81,17.2,0,0,0,0,11.0945625
20170715,0.79,0.36,42.77,19.4,87,17.2,0,0,0,0,6.4846
20170715,1.85,0.35,42.775,18.9,90,17.2,0,0,0,0,21.0575375
20170715,0.79,0.36,42.825,18.3,93,17.2,1.5,40,0,0,52.1212
20170715,0.89,0.35,42.7225,18.3,90,16.7,0,0,0,0,40.129625
20170715,1.25,0.35,42.8025,17.8,93,16.7,0,0,0,0,39.3112125
20170715,0.79,0.35,42.7125,17.8,93,16.7,0,0,0,0,0.90885
20170715,0.79,0.36,42.7175,20.6,90,18.9,0,0,100,242,56.6509375
20170715,0.78,0.35,42.725,25.6,71,20,2.6,100,134,493,47.4778125
20170715,0.9,0.35,42.7125,26.7,58,17.8,2.6,80,179,550,29.946625
20170715,2.77,0.34,42.72,28.3,55,18.3,3.1,50,190,636,4.2800875
20170715,0.78,0.35,42.67,28.9,51,17.8,2.1,60,210,670,56.559775
20170715,0.85,1.26,42.5,29.4,46,16.7,2.1,110,264,613,324.2556625
20170715,2.62,2.18,42.52,30.6,46,17.8,2.6,150,265,594,97.7417
20170715,0.81,2.16,42.6225,31.7,44,17.8,3.1,70,249,593,128.4393875
20170715,0.86,2.17,42.5875,31.7,44,17.8,2.1,110,282,519,90.196225
20170715,0.79,2.17,42.6325,31.7,47,18.9,3.6,150,318,226,178.520525
20170715,1.05,2.17,43.1425,31.1,47,18.3,3.1,120,179,12,108.050125
20170715,0.85,2.17,43.5225,30,55,20,3.1,150,151,75,156.52395
20170715,1.48,2.18,43.9475,29.4,57,20,2.6,140,34,0,155.18295
20170715,0.79,1.87,43.32,27.2,72,21.7,1.5,80,0,0,112.6396625
20170715,0.79,0.38,43.655,28.3,65,21.1,2.6,120,0,0,15.9619625
20170715,0.84,0.35,42.9625,26.1,77,21.7,1.5,100,0,0,53.5161
20170715,1.22,0.35,42.8775,26.1,82,22.8,2.6,140,0,0,54.3790875
20170715,0.79,0.36,43.345,26.1,82,22.8,2.1,150,0,0,0.2171875
20170716,1.98,0.35,43.4925,25.6,87,23.3,2.6,160,0,0,30.0293875
20170716,0.95,0.36,43.4125,25,90,23.3,1.5,140,0,0,42.5491125
20170716,0.78,0.34,43.245,25,94,23.9,1.5,160,0,0,12.2255875
20170716,1.75,0.35,43.195,24.4,94,23.3,0,0,0,0,54.0571875
20170716,1.54,0.35,42.775,25,94,23.9,1.5,160,0,0,19.2622
20170716,0.61,0.35,42.72,23.9,96,23.3,0,0,0,0,12.878075
20170716,1.88,0.34,42.9425,26.1,88,23.9,0,0,106,189,1.3223375
20170716,0.79,0.71,43.16,27,79,23,3.1,160,195,100,184.076125
20170716,1.16,1.5,43.09,28.3,72,22.8,1.5,80,268,269,92.3750625
20170716,1.86,0.35,42.4775,30.6,63,22.8,0,0,356,139,9.325425
20170716,0.78,1.36,41.66,28.9,72,23.3,0,0,363,24,165.2762375
20170716,0.79,2.17,41.27,30,67,23.3,0,0,386,36,138.839975
20170716,2.69,2.16,41.295,31.7,57,22.2,2.1,110,419,150,125.0470375
20170716,2,2.17,41.315,32.8,57,23.3,2.1,110,318,545,147.8852375
20170716,0.9,2.18,41.22,31.1,61,22.8,4.6,90,391,167,191.274825
20170716,0.82,2.18,41.3475,25.6,96,25,0,0,312,249,100.1841625
20170716,0.79,2.18,41.45,26,94,25,0,0,82,0,195.823875
20170716,0.92,2.19,41.565,25,94,24,1.5,260,51,0,108.025875
20170716,0.95,2.19,41.6225,25.6,96,25,2.6,160,21,0,218.7901
20170716,0.79,1.48,41.3025,26,94,25,1.5,190,0,0,70.7893625
20170716,0.79,0.36,41.045,25,96,24.4,1.5,120,0,0,61.6268375
20170716,0.79,0.35,41.215,25,96,24.4,1.5,180,0,0,0.4337125
20170716,0.78,0.35,41.31,24.4,100,24.4,2.1,300,0,0,11.8793
20170716,1.22,1.41,41.165,23.9,100,23.9,1.5,280,0,0,111.5877625
20170717,0.87,1.69,41.15,23.9,96,23.3,1.5,320,0,0,51.722925
20170717,1.32,1.46,41.235,23.3,100,23.3,2.1,250,0,0,78.975
20170717,0.78,0.35,41.18,23.3,97,22.8,1.5,250,0,0,26.5464125
20170717,0.79,0.35,41.355,23.3,97,22.8,2.6,240,0,0,16.5879875
20170717,1.21,1.77,41.365,23.3,97,22.8,0,0,0,0,166.6098625
20170717,2.92,9.46,43.105,23.3,100,23.3,1.5,230,0,0,507.4273875
20170717,8.07,14.88,43.1,23.9,96,23.3,0,0,51,0,706.6402375
20170717,12.56,12.43,42.7625,25,89,23,2.6,300,188,131,638.761975
20170717,14.23,13,43.1175,25.6,87,23.3,2.6,260,291,147,651.4449
20170717,14.54,15.02,43.01,26.7,85,23.9,0,0,342,42,694.90535
20170717,14.36,11.88,43.015,27.2,79,23.3,1.5,300,237,6,758.2995125
20170717,14.7,11.22,43.185,27.8,79,23.9,3.1,230,293,6,665.895225
20170717,14.22,11.85,43.24,29.4,77,25,3.6,240,192,6,641.4825875
20170717,15.05,12.93,43.5775,31.1,68,24.4,3.6,230,360,102,589.7162
20170717,14.83,13.18,43.3675,30.6,65,23.3,3.1,220,290,579,610.010925
20170717,14.05,13.95,43.245,31.7,63,23.9,4.1,240,246,505,630.414825
20170717,12.75,12.11,43.165,26,84,23,4.6,280,221,82,563.548425
20170717,11.07,10.24,43.165,26.1,88,23.9,2.1,110,102,0,519.382925
20170717,6.84,6.16,43.1925,26.7,90,25,0,0,29,0,166.7193875
20170717,2.8,0.35,43.185,26.1,90,24.4,1.5,130,0,0,50.32055
20170717,2.2,0.35,42.4675,24.4,94,23.3,1.5,230,0,0,29.238325
20170717,1.19,0.36,43.1425,24.4,91,22.8,0,0,0,0,32.4018
20170717,1.24,0.35,43.28,23.9,96,23.3,0,0,0,0,0.21515
20170717,1.31,0.34,43.3275,22.8,100,22.8,0,0,0,0,39.334575
20170718,2.62,0.35,43.2975,23.3,91,21.7,0,0,0,0,37.692125
20170718,1.36,0.35,43.26,22.2,93,21.1,0,0,0,0,5.6411875
20170718,1.29,0.35,43.315,20.6,96,20,0,0,0,0,7.720875
20170718,1.12,0.35,43.355,20,96,19.4,0,0,0,0,26.848575
20170718,2.37,1.74,43.7625,18.9,100,18.9,0,0,0,0,160.681675
20170718,3.36,8.73,43.1775,20,93,18.9,0,0,0,0,524.953075
20170718,9.36,11.26,42.4475,21.7,84,18.9,0,0,115,122,628.7353
20170718,13.78,10.74,42.955,23.9,71,18.3,2.6,10,158,381,556.766875
20170718,14.7,9.41,43.04,25.6,64,18.3,3.6,20,208,465,553.0646
20170718,14.88,9.05,43.0425,27.8,56,18.3,3.6,350,185,655,574.3859875
20170718,14.78,9.26,44.0075,28.3,55,18.3,2.6,50,178,736,557.4642125
20170718,14.58,9.49,46.66,29.4,48,17.2,0,0,179,776,589.7562375
20170718,14.99,10.13,46.4475,31.1,48,18.9,2.1,110,182,780,686.2033375
20170718,15.5,10.74,44.1625,31.7,42,17.2,0,0,177,778,646.6201125
20170718,15.39,11.04,42.6175,31.7,44,17.8,0,0,240,638,590.2527375
20170718,14.79,12.02,42.95,32.8,36,15.6,0,0,191,588,632.3072125
20170718,14.15,11.73,42.94,31.7,44,17.8,2.1,80,220,318,551.4422125
20170718,12.19,9.35,44.4125,31.1,45,17.8,2.6,90,167,167,420.9828875
20170718,6.28,6.09,43.06,30,51,18.9,1.5,140,60,217,239.388925
20170718,2.55,0.36,43.205,26.1,72,20.6,0,0,0,0,79.302575
20170718,1.39,0.35,43.0325,25,74,20,0,0,0,0,31.7430375
20170718,0.9,0.36,43.44,23.9,79,20,0,0,0,0,39.7157625
20170718,0.89,0.35,43.405,21.7,93,20.6,0,0,0,0,58.5173125
20170718,0.89,0.35,43.2425,21.7,90,20,0,0,0,0,28.1443
20170719,2.92,0.35,43.485,21.7,90,20,0,0,0,0,14.53035
20170719,1.73,0.35,43.335,21.7,93,20.6,0,0,0,0,11.4477375
20170719,1.29,0.36,43.4175,22.8,87,20.6,0,0,0,0,48.24505
20170719,1.29,0.35,43.42,20.6,96,20,0,0,0,0,11.445975
20170719,2.02,1.24,43.3175,20.6,96,20,0,0,0,0,97.782525
20170719,3.75,8.13,43.185,22.2,93,21.1,1.5,170,0,0,511.250025
20170719,9.74,8.85,43.11,24.4,91,22.8,2.1,170,105,203,431.40395
20170719,13.81,11.31,43.09,26.7,82,23.3,2.1,230,161,344,434.519975
20170719,15.2,8.72,43.49,29.4,72,23.9,4.1,230,216,453,471.4101875
20170719,15.82,10.43,42.9275,31.7,59,22.8,4.6,230,178,649,463.58245
20170719,16.01,8.82,42.98,32.8,54,22.2,5.7,230,208,682,503.2442375
20170719,15.8,8.55,42.955,33.9,49,21.7,4.6,250,277,583,485.873075
20170719,15.51,9.2,42.9525,33.3,46,20,5.2,260,407,330,550.1069375
20170719,15.65,9.57,43.04,33.9,51,22.2,5.2,180,293,616,583.477875
20170719,14.99,10.94,42.895,33.3,52,22.2,6.7,190,233,626,644.747475
20170719,14.55,10.77,42.985,33.3,52,22.2,6.2,170,189,600,601.299225
20170719,14.02,9.67,43.67,30,59,21,6.2,60,217,353,561.3130375
20170719,12.15,10.15,42.8025,29.4,63,21.7,3.1,170,156,86,557.3000625
20170719,7.7,6.24,42.68,28.9,70,22.8,5.2,190,64,37,237.711
20170719,3.93,0.35,42.7725,27.8,67,21.1,4.1,220,0,0,31.0166
20170719,1.21,0.35,42.8875,27.2,72,21.7,4.1,210,0,0,1.9366375
20170719,1.22,0.36,43.0125,25.6,76,21.1,4.6,230,0,0,38.734725
20170719,1.21,0.35,43.04,25,77,20.6,3.6,240,0,0,0.9317625
20170719,1.22,0.36,43.3075,23.9,79,20,2.6,250,0,0,42.6953
20170720,1.65,0.36,43.2025,23.9,79,20,3.1,260,0,0,17.8811875
20170720,2.69,0.35,43.015,22.8,84,20,3.1,240,0,0,22.377275
20170720,1.61,0.35,42.9725,21.7,87,19.4,3.1,220,0,0,29.326275
20170720,1.61,0.36,42.9475,21.7,87,19.4,1.5,250,0,0,41.3635125
20170720,3.1,1.43,42.835,20.6,90,18.9,3.1,220,0,0,109.2089625
20170720,4.78,8.45,42.775,21.1,90,19.4,2.1,230,6,67,522.77605
20170720,11.26,9.82,42.9125,23.3,79,19.4,5.2,230,99,197,512.1658375
20170720,13.78,12.29,42.96,25,71,19.4,5.7,220,160,363,481.3748875
20170720,14.9,12.21,42.895,27.2,67,20.6,5.2,250,205,483,632.3969375
20170720,15.19,9.84,42.6325,29.4,61,21.1,5.2,250,164,685,619.7189125
20170720,15.14,12.49,42.86,31.1,57,21.7,5.2,230,242,652,634.7188125
20170720,15.06,10.71,42.805,30.6,59,21.7,4.1,250,363,319,556.2610875
20170720,13.75,10.99,42.76,33.9,49,21.7,5.7,220,304,624,646.9199125
20170720,13.84,9.69,42.645,35,46,21.7,4.6,220,173,778,590.7017875
20170720,15.43,10.82,42.79,35.6,40,20,5.2,250,207,698,657.8230625
20170720,14.91,11.3,42.7475,35.6,42,20.6,5.7,240,229,499,658.3185625
20170720,14.07,10.98,42.8025,35.6,42,20.6,5.2,190,194,423,633.4466125
20170720,13,11.29,42.895,33.9,44,20,5.7,200,154,172,615.427525
20170720,8.25,9.4,42.85,28.9,61,20.6,6.2,230,53,5,283.1110125
20170720,2.67,0.36,43.0225,26.7,71,21.1,1.5,300,0,0,75.591575
20170720,1.11,0.35,42.8925,26.1,77,21.7,0,0,0,0,13.3221875
20170720,1.08,0.35,42.9725,24.4,85,21.7,3.1,230,0,0,0.490125
20170720,1.63,0.35,42.9475,25,79,21.1,0,0,0,0,23.7091125
20170720,1.17,0.36,43.02,23.3,91,21.7,1.5,260,0,0,55.51455
20170721,2.42,0.35,43.0475,23.9,88,21.7,3.1,230,0,0,28.1941375
20170721,1.61,0.35,43.0175,23.3,85,20.6,3.6,230,0,0,4.397375
20170721,1.05,0.36,43.05,22.8,87,20.6,4.1,240,0,0,26.38185
20170721,1.04,0.35,43.035,21.7,93,20.6,1.5,250,0,0,19.0149375
20170721,1.05,1.74,42.9425,22.2,91,20.6,2.1,230,0,0,140.3251125
20170721,1.9,7.72,42.8125,22.2,91,20.6,4.6,220,6,27,388.6089125
20170721,6.6,8.44,42.7625,24.4,82,21.1,3.6,230,110,82,322.48965
20170721,11.63,10.2,42.8,26.1,77,21.7,4.1,230,193,206,282.345
20170721,13.59,10.36,42.785,27.8,69,21.7,4.1,230,220,471,417.9925625
20170721,14.26,6.45,42.9375,29.4,65,22.2,3.6,230,148,715,356.8532125
20170721,14.17,11.73,42.8225,31.7,57,22.2,4.1,220,170,748,339.303775
20170721,13.22,10.69,42.785,33.3,52,22.2,4.6,230,176,782,365.1010125
20170721,12.82,8.47,42.8,33.9,47,21.1,3.6,240,161,810,372.0039625
20170721,13.95,8.2,42.78,34.4,48,21.7,4.1,270,184,760,401.960275
20170721,13.57,8.15,42.8125,35.6,45,21.7,5.2,230,168,746,400.3929625
20170721,12.91,10.29,42.7825,35,46,21.7,3.6,250,146,701,576.601325
20170721,11.95,11.62,42.7625,35,44,21.1,5.2,240,168,500,598.8809375
20170721,10.57,11.14,43.2575,33.9,47,21.1,4.6,230,119,362,607.7873875
20170721,3.75,6.32,42.865,32.2,50,20.6,3.6,240,59,200,252.459775
20170721,3.23,0.35,43.175,28.9,63,21.1,2.6,240,0,0,72.4568
20170721,1.27,0.36,43.205,28.3,67,21.7,3.1,230,0,0,24.57575
20170721,3.32,0.35,43.0025,27.8,69,21.7,2.6,230,0,0,31.5947125
20170721,0.89,0.36,43.05,26.7,74,21.7,2.6,230,0,0,31.60215
20170721,0.89,0.35,43.1775,27.8,72,22.2,4.6,230,0,0,39.86105
20170722,2.61,0.35,43.1475,26.7,76,22.2,3.1,240,0,0,1.866625
